OBJECTID,Shape_Length,Shape_Area,riparianid,bioAc,opAcres,DirectCost,DirectCost_CP,meanPIdx,OpportunityCost,bioBuffWidth,adjOCosts,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,TotalCost_CP,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,FBndID,radial
1398,465.0586717,3238.516109,434_29_2,1.646618366,0.799913466,119.1871033,388.7579346,86,224.2637329,100,1495.091553,5.565569878,64.87676239,0.783915222,0.223975778,32.07060432,0.003626838,139.098114,12.42683029,841,420,0.002300491,44.0304203,88061,39.62737656,0.000151256,343.4508362,613.0216675,0.283778816,0.817740083,3.007696152,8.667009354,108,070801030303,F070801030303_20,8
1399,463.0354703,3237.286657,559_18_2,1.700373411,0.79960978,119.141861,388.6103516,79,205.9314575,100,1372.876343,5.747262001,66.99471283,0.783617556,0.223890737,33.2617604,0.003761545,137.7998962,12.32864265,866,432,0.002366219,74.03007016,148060,66.62706318,0.000254313,325.0733032,594.5418091,0.275791347,0.7524845,1.788190246,4.878997803,108,070802060501,F070802060501_126,16
1400,463.4143104,3237.101546,161_1_1,1.665908933,0.799564064,119.1350479,388.5881348,86,224.1657867,100,1494.438599,5.630772114,65.6368103,0.783572793,0.223877937,101.7447346,0.011506227,136.2888667,12.21145026,2533,1267,0.006939815,96.20120513,192401,86.58108363,0.000330476,343.3008423,612.7539063,0.09402924,0.270955682,1.375993967,3.965079069,108,070802060602,F070802060602_312,24
1401,462.5929073,3234.888002,23_19_2,1.644876838,0.79901731,119.0535812,388.3224182,73,190.1497955,100,1267.665283,5.5596838,64.80814362,0.783036947,0.223724842,147.6387921,0.016696348,148.9942576,11.52023368,3699,1850,0.010133115,468.8762303,937754,421.9886071,0.001610713,309.2033691,578.472229,0.064353287,0.167136952,0.282125115,0.732729197,105,070600060901,F070600060901_38,32
1402,460.860571,3234.344409,458_77_1,1.649580836,0.79888308,119.033577,388.2571716,5,13.02179432,100,86.81196594,5.575583458,64.9934845,0.7829054,0.223687261,200.0000032,0.022617834,134.1885262,8.4234912,4080,2040,0.011173813,416.7994456,833599,375.1195054,0.001431815,132.0553741,401.2789612,0.058349792,0.064733028,0.317321748,0.352035463,108,070802060801,F070802060801_241,24
1403,464.5597341,3231.414838,496_20_2,1.646540165,0.79815948,118.925766,387.9055176,78,202.9559937,100,1353.039917,5.56530571,64.87368011,0.782196283,0.22348465,40.56047392,0.00458695,136.6705729,12.21883488,1052,526,0.002881091,43.07834196,86156,38.77050734,0.000147985,321.8817749,590.8615112,0.226094618,0.61194253,3.067428589,8.302232742,108,070802060502,F070802060502_476,16
1404,461.8036663,3231.188096,703_13_2,1.650729418,0.798103452,118.9174118,387.8782654,77,200.3399353,100,1335.599609,5.579465389,65.03874207,0.782141387,0.223468959,46.77328992,0.005289552,146.7251778,13.0836215,1339,670,0.003669831,35.95168221,71905,32.35651302,0.000123503,319.2573547,588.2182007,0.17748867,0.476503521,3.675223351,9.866865158,108,070801030303,F070801030303_637,8
1405,467.3968893,3231.142962,723_51_1,1.682922006,0.798092306,118.9157562,387.8728638,78,202.9388275,100,1352.925537,5.688276291,66.30712891,0.78213048,0.223465845,200.0000014,0.022617833,139.5401731,12.47473969,5165,2583,0.01414802,237.8624787,475725,214.0762301,0.00081712,321.8545837,590.8117065,0.046037845,0.124604948,0.555483222,1.503457785,108,070801010405,F070801010405_224,32
1406,462.0962626,3231.125063,160_17_2,1.643685579,0.798087895,118.9151001,387.8707275,78,202.9377899,100,1352.918579,5.555657387,64.76121521,0.782126129,0.223464608,62.83179283,0.007105595,136.099588,12.21706333,1590,795,0.004354501,166.2663687,332532,149.6397287,0.000571168,321.8529053,590.8085327,0.149578735,0.40484643,0.794676006,2.150851965,108,070802060602,F070802060602_417,24
1407,465.8998603,3229.726516,598_26_2,1.701413751,0.797742426,118.8636246,387.7028198,70,182.0447388,100,1213.631592,5.750778675,67.03570557,0.781787574,0.223367885,26.7060768,0.003020168,138.5588735,12.36825975,710,355,0.001944463,12.28166893,24563,11.05350174,4.21907E-05,300.9083557,569.7475586,0.334827125,0.847629189,10.75348091,27.22289848,108,070802060804,F070802060804_422,32
1408,465.6529128,3228.486586,393_6_2,1.658929229,0.797436178,118.8179932,387.5539856,49,127.3824539,100,849.2163696,5.607180595,65.36180878,0.781487465,0.223282129,31.36552739,0.003547101,140.0657501,9.700170606,746,372,0.002037578,22.55226684,45104,20.29704094,7.74729E-05,246.2004395,514.9364624,0.319403201,0.661829114,5.853956223,12.12986851,108,070801030408,F070801030408_139,8
1409,463.7774206,3226.660627,714_2_2,1.648665428,0.796985149,118.7507858,387.3347778,3,7.794508457,100,51.96339035,5.572489262,64.95742035,0.781045437,0.223155841,39.21243144,0.004434501,131.0017446,11.79875024,973,487,0.002667474,36.31581757,72632,32.68423467,0.000124754,126.5452957,395.1292725,0.243841454,0.259846598,3.633274078,3.871753454,108,070802060503,F070802060503_155,16
1410,465.2570032,3226.6193,487_32_2,1.664434195,0.796974957,118.7492676,387.329834,78,202.6547852,100,1351.03186,5.625787735,65.57870483,0.781035483,0.223152995,40.25013113,0.004551854,130.9990489,11.79856046,998,499,0.002733202,35.07593441,70153,31.56834221,0.000120495,321.4040527,589.9846191,0.23797448,0.644096315,3.761656761,10.18121433,108,070802060502,F070802060502_389,16
1411,460.2639024,3226.374275,588_8_1,1.681826353,0.796914458,118.7402573,387.300415,15,38.9691124,100,259.7940674,5.684573174,66.26396179,0.780976176,0.223136052,20.27248001,0.002292598,130.9989014,11.79855013,503,252,0.001380295,20.15378284,40307,18.13840437,6.92335E-05,157.7093658,426.2695313,0.471191496,0.625830829,6.546345234,8.694776535,108,070801010602,F070801010602_457,24
1412,464.2394365,3225.892279,458_93_1,1.646551967,0.796795368,118.7225113,387.2425537,77,200.0115662,100,1333.4104,5.565345764,64.87414551,0.78085947,0.223102704,60.43809235,0.006834893,145.1666565,8.975456039,1652,826,0.004524299,26.6692245,53338,24.00230217,9.16158E-05,318.7340698,587.2541504,0.143731847,0.385876596,4.946296692,13.27931213,108,070802060801,F070802060801_93,24
1413,462.6953651,3225.141274,137_31_2,1.614370942,0.796609879,118.69487,387.1524048,79,205.1589813,100,1367.726563,5.456573963,63.60621643,0.780677676,0.223050773,200.000002,0.022617833,133.179826,11.96125654,5037,2518,0.013791991,178.8023976,357605,160.9221568,0.000614233,323.8538513,592.3114014,0.047138549,0.128615513,0.737591863,2.01248765,108,070802060602,F070802060602_267,32
1414,461.8263636,3224.959084,22_3_1,1.658424497,0.796564877,118.6881638,387.1305237,78,202.5505066,100,1350.33667,5.605474949,65.34192657,0.780633569,0.223038167,54.42331277,0.006154687,141.6327133,12.6192956,1355,678,0.00371365,21.55196154,43104,19.39676519,7.40366E-05,321.238678,589.6810303,0.175056294,0.473803371,6.118967056,16.56145668,105,070801030402,F070801030402_154,32
1415,461.4958826,3222.064707,389_4_2,1.598882556,0.795849979,118.5816498,386.7830811,86,223.1245575,100,1487.49707,5.404222965,62.99597168,0.779932976,0.222837999,45.17385656,0.005108674,135.2496338,12.12986565,1121,560,0.003067321,55.59433153,111189,50.03489763,0.000190981,341.7062073,609.9076538,0.211752951,0.610189676,2.369978905,6.829357624,108,070802060601,F070802060601_59,16
1416,462.3002755,3215.202226,594_40_1,1.701711416,0.794154942,118.3290863,385.9592896,11,28.47829056,100,189.8552704,5.751784801,67.04743195,0.778271854,0.222363383,59.24959183,0.006700487,158.1998749,14.05361652,1751,876,0.004798167,23.85815239,47716,21.47233772,8.1959E-05,146.807373,414.4375916,0.135078862,0.167588323,5.51076889,6.837046623,108,070802060804,F070802060804_453,32
1417,456.819299,3213.274718,588_17_1,1.765984178,0.79367888,118.2581558,385.7279358,5,12.93696594,100,86.24643707,5.969026566,69.57977295,0.777805328,0.222230092,120.8479709,0.013666596,135.4072503,11.03054537,3079,1540,0.008435134,135.3099607,270619,121.7789642,0.000464825,131.1951294,398.664917,0.076791011,0.085191645,0.971088529,1.077321768,108,070801010602,F070801010602_638,24
1418,458.01799,3212.447649,583_12_2,1.727496862,0.793474555,118.2277069,385.6286316,68,175.8974457,100,1172.649658,5.83893919,68.06337738,0.777605057,0.222172871,21.65930712,0.002449433,136.6658859,12.22559214,539,269,0.00147341,13.4094255,26818,12.06848335,4.60649E-05,294.1251526,561.526062,0.4395082,1.093402028,9.796401024,24.37134361,108,070801010301,F070801010301_147,24
1419,462.55263,3211.480416,184_5_2,1.616153479,0.79323566,118.1921158,385.5125427,70,181.0163269,100,1206.775513,5.462598801,63.67644882,0.77737093,0.22210598,37.91261646,0.004287506,130.9998779,9.136464208,719,359,0.001966372,91.27697185,182555,82.14927238,0.00031356,299.2084351,566.5288696,0.329225957,0.833449662,1.438748121,3.642252922,108,070802060602,F070802060602_139,24
1420,462.1529265,3210.548914,163_21_2,1.614570856,0.793005586,118.1578293,385.4007263,86,222.3270416,100,1482.180298,5.457249641,63.61408997,0.777145445,0.222041562,184.6972229,0.020887255,130.999548,10.61541847,4552,2275,0.012460993,475.5633128,951125,428.0069868,0.001633684,340.4848633,607.7277832,0.051937506,0.149663672,0.276065201,0.795512378,108,070801030407,F070801030407_335,16
1421,459.2196731,3207.620158,456_10_1,1.564378977,0.792282164,118.0500412,385.0491333,70,180.7987213,100,1205.324829,5.287600994,61.63653183,0.776436508,0.221839011,200.0000003,0.022617833,141.7315674,12.63921881,5251,2625,0.014378069,190.4804144,380962,171.4323718,0.00065435,298.8487549,565.8478394,0.044971444,0.113847144,0.688609958,1.743245721,108,070801030301,F070801030301_82,16
1422,462.0862018,3206.874086,396_23_1,1.623893499,0.792097926,118.0225906,384.9595947,70,180.7567444,100,1205.044922,5.488759995,63.98140335,0.776255965,0.221787423,39.26084614,0.004439976,141.6254997,12.61867714,1078,539,0.002952297,34.47874997,68957,31.03087501,0.000118444,298.7793274,565.7163086,0.218965843,0.554321587,3.803392172,9.628453255,108,070801030603,F070801030603_350,24
1423,458.2515764,3206.521592,103_19_1,1.632388234,0.792010844,118.009613,384.9172668,78,201.3925171,100,1342.616821,5.517472267,64.31609344,0.776170611,0.22176303,40.80407429,0.004614499,139.4993896,12.46111202,1042,520,0.002848227,7.311608791,14623,6.580447912,2.51173E-05,319.4021301,586.3098145,0.226941571,0.614234865,17.93337059,48.53805161,104,070801030406,F070801030406_489,24
1424,461.1443249,3206.147051,590_20_1,1.641971469,0.791918337,117.9958344,384.8723145,69,178.1340637,100,1187.560425,5.549863338,64.69367218,0.776079953,0.221737131,73.92301857,0.008359893,130.9988454,9.136409611,1812,906,0.004962488,40.72552997,81451,36.65297681,0.000139903,296.1298828,563.0063477,0.130238235,0.326854169,3.219270229,8.079285622,108,070802060802,F070802060802_192,24
1425,458.3792827,3204.195565,160_13_1,1.63474524,0.791436315,117.9240112,384.6380615,78,201.2459106,100,1341.639404,5.525438786,64.40896606,0.775607586,0.221602172,200.000001,0.022617833,131.8507034,11.86166601,4962,2480,0.013583852,118.5002872,237001,106.6502589,0.000407079,319.1699219,585.8839722,0.047550004,0.128697544,1.105707645,2.992678404,108,070802060602,F070802060602_283,24
1426,460.058507,3203.82726,550_9_1,1.633007765,0.791345358,117.9104614,384.5938416,67,172.8456573,100,1152.304443,5.519566059,64.34050751,0.775518477,0.221576706,200.0000013,0.022617833,135.9698756,11.40503416,5101,2554,0.013989176,335.0831747,670165,301.5748585,0.001151098,290.7561035,557.4395142,0.046166979,0.113843426,0.390982389,0.964125812,108,070801010301,F070801010301_345,24
1427,458.2118686,3201.804277,160_13_2,1.63474524,0.790845633,117.8359985,384.3509827,78,201.0962219,100,1340.641479,5.525438786,64.40896606,0.775028706,0.221436784,,,,,,,,1.786195174,3572,1.60757567,6.13605E-06,318.9322205,585.4472046,,,73.30043793,198.39328,108,070802060602,F070802060602_129,24
1428,460.2000415,3201.011568,842_11_1,1.667841077,0.790649831,117.8068237,384.2558289,78,201.0464325,100,1340.30957,5.637302876,65.7129364,0.774836838,0.221381947,86.19774613,0.009748031,130.9992371,11.79857368,2138,1069,0.005855297,25.71199974,51425,23.14079943,8.83274E-05,318.8532715,585.3022461,0.110202827,0.298272461,5.090870857,13.7788353,104,070801030602,F070801030602_388,32
1429,463.0860183,3200.181774,532_2_1,1.675408959,0.790444911,117.7762909,384.1562195,76,195.8405457,100,1305.603638,5.662882328,66.01111603,0.77463603,0.221324578,28.50614643,0.003223736,135.2503357,12.11360025,732,366,0.002004714,65.48893166,130978,58.94003773,0.000224972,313.6168213,579.9967651,0.321793139,0.856876552,1.99823916,5.32094717,108,070802060502,F070802060502_14,16
1430,460.4132699,3199.541052,424_11_1,1.656632423,0.79028666,117.7527161,384.0793152,86,221.5647736,100,1477.098511,5.599417686,65.27131653,0.774480939,0.221280262,200.0000012,0.022617833,131.0003949,11.79865557,4963,2483,0.013600284,125.1732799,250347,112.6559522,0.000430003,339.3175049,605.644104,0.047423568,0.136656269,1.045241833,3.011980295,108,070801030303,F070801030303_770,8
1431,458.5067195,3197.845584,456_1_1,1.604342699,0.789867878,117.6903152,383.8757935,78,200.8473053,100,1338.982056,5.422678471,63.21110153,0.774070501,0.221163005,21.19097638,0.00239647,130.9969482,8.248941541,514,257,0.001407681,5.132544816,10265,4.619290233,1.76316E-05,318.5376282,584.7230835,0.457938969,1.239446044,25.47800827,68.95812988,108,070801030301,F070801030301_85,16
1432,460.3480482,3197.707279,404_1_2,1.661727905,0.789833724,117.6852264,383.8591919,92,236.8863983,100,1579.242676,5.616640091,65.47207642,0.774037063,0.221153438,200.0000013,0.022617833,134.4003624,12.05884153,5004,2499,0.013687922,117.6265429,235251,105.8638885,0.000404078,354.5716248,620.7456055,0.047092929,0.1418854,1.111665487,3.34931612,108,070802060601,F070802060601_242,16
1433,460.971334,3196.29104,186_12_1,1.677065134,0.789483905,117.6331024,383.6891785,78,200.7498169,100,1338.332153,5.668479919,66.07636261,0.773694217,0.221055493,38.56424573,0.004361198,130.9974251,11.79844618,956,478,0.002618178,17.02642177,34053,15.32377978,5.84902E-05,318.3829346,584.4389648,0.246094361,0.666073084,7.676506996,20.77705002,108,070801030407,F070801030407_295,16
1434,457.7720457,3195.92235,160_9_2,1.652179718,0.789392829,117.6195297,383.644928,78,200.7268066,100,1338.178711,5.584367275,65.0958786,0.773604989,0.221029997,200.0000004,0.022617833,133.4294564,10.63323693,4451,2225,0.012187125,326.5070279,653014,293.8563301,0.001121637,318.346344,584.3717041,0.052862711,0.143077016,0.400262028,1.083340049,108,070802060602,F070802060602_76,24
1435,457.4367275,3194.067985,53_6_1,1.641365051,0.788934767,117.5512772,383.4223022,78,200.6099396,100,1337.399658,5.547813892,64.66978455,0.773156047,0.220901728,65.63664387,0.007422793,132.7006531,11.92464561,1644,822,0.00450239,24.70480766,49409,22.23432693,8.48675E-05,318.1612244,584.0322266,0.143006414,0.387057453,5.2869277,14.30946064,104,070801030601,F070801030601_201,32
1436,456.5695903,3193.797339,525_9_1,1.578416824,0.78886795,117.5413208,383.3898315,84,216.0236053,100,1440.157349,5.335048676,62.18962097,0.773090601,0.220883027,35.81117085,0.004049855,140.4451396,12.58710384,1002,501,0.002744157,25.55583093,51112,23.00024774,8.7791E-05,333.5649414,599.4134521,0.234613419,0.665798306,5.110437393,14.50266743,108,070802060502,F070802060502_61,16
1437,459.4321647,3193.355508,658_31_1,1.619697571,0.788758814,117.5250626,383.336792,78,200.5655975,100,1337.104004,5.474577904,63.81608582,0.772983611,0.220852464,48.41354065,0.005475047,133.125206,11.95611691,1242,621,0.00340144,34.59747382,69195,31.13772663,0.000118851,318.0906677,583.9024048,0.189251304,0.512223303,3.774362326,10.21560383,104,070801030401,F070801030401_472,24
1438,458.3277748,3193.042878,393_22_2,1.560712457,0.788681567,117.5135498,383.2992554,68,174.8349152,100,1165.566162,5.275207996,61.49206924,0.772907913,0.220830843,22.81015497,0.002579581,133.8309072,12.00842126,592,296,0.001621298,30.18115222,60362,27.16303795,0.00010368,292.3484497,558.1341553,0.39700523,0.987663686,4.326230049,10.7627306,108,070801030408,F070801030408_185,8
1439,458.480965,3191.986277,577_3_1,1.645601749,0.788420618,117.4746704,383.1724243,75,192.7688446,100,1285.12561,5.562133789,64.83670807,0.772652209,0.220757768,21.95863494,0.002483284,131.0016861,11.79874659,545,273,0.001495319,50.44582812,100892,45.40124617,0.000173295,310.2435303,575.9412842,0.43031016,1.13642323,2.58747673,6.833370209,108,070801010602,F070801010602_37,24
1440,458.6747574,3190.155974,588_10_1,1.59888351,0.787968516,117.4073105,382.9526978,16,41.10041046,100,274.0027466,5.404226303,62.99600983,0.772209167,0.220631182,198.9015208,0.022493607,131.9437561,11.86856715,4940,2470,0.013529078,307.0700231,614141,276.3630164,0.001054866,158.5077209,424.0531006,0.047533326,0.064173169,0.424830049,0.573548973,108,070801010602,F070801010602_457,24
1441,460.437634,3188.307187,184_5_1,1.616153479,0.787511885,117.3392715,382.7307739,76,195.1138763,100,1300.759155,5.462598801,63.67644882,0.771761656,0.22050333,62.3648403,0.007052788,131.0003204,6.47432512,1143,571,0.003127572,62.90601444,125812,56.61541104,0.000216099,312.4531555,577.8446655,0.205497846,0.547203422,2.072567701,5.518871307,108,070802060602,F070802060602_140,24
1442,456.8966118,3187.883979,699_28_1,1.587853074,0.787407339,117.3236923,382.6799622,78,200.2219391,100,1334.812988,5.366943359,62.56141281,0.771659195,0.220474049,61.40086699,0.006943773,133.1254921,11.95613527,1544,771,0.004223044,52.83908069,105679,47.55517387,0.000181516,317.5456238,582.9019165,0.152170807,0.411862016,2.467106819,6.677414894,108,070802060406,F070802060406_111,32
1443,457.6954325,3185.753157,186_40_1,1.609020591,0.78688103,117.2452698,382.4241943,78,200.0877686,100,1333.918457,5.438489437,63.39541245,0.771143436,0.220326692,57.6135789,0.006515472,140.0650177,12.49933681,1536,768,0.004206612,47.37192269,94743,42.63473082,0.000162735,317.3330383,582.5119629,0.152663112,0.41319406,2.749994278,7.443064213,108,070801030407,F070801030407_151,16
1444,453.4726895,3182.124164,589_13_1,1.683382034,0.785984695,117.1117172,381.9885559,69,176.7993774,100,1178.662476,5.689831257,66.32524872,0.770264983,0.220075712,59.13995576,0.006688088,136.6665904,12.24031162,1523,761,0.004168271,62.13359725,124268,55.92023754,0.000213445,293.9111023,558.7879639,0.153891876,0.386216968,2.094263554,5.255898476,108,070802060802,F070802060802_131,24
1445,457.4641912,3180.797707,53_12_2,1.455812216,0.785657048,117.0628967,381.8293152,78,199.7767792,100,1331.845215,4.920645237,57.35900116,0.769943893,0.21998398,39.68346548,0.00448777,131.0014699,11.79873085,984,491,0.002689384,13.49458694,26990,12.14512825,4.63574E-05,316.8396606,581.6060791,0.238417298,0.645294607,9.638670921,26.08779907,104,070801030601,F070801030601_471,32
